City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Brule,Wisconsin,190,72,Duluth,291325,$57917,30.22%,46,N/A,N/A,N/A,35,76.62%,$744,40.67%,N/A,N/A,2.2%,0.0%,50.0%,Douglas County,50.40%,42.90%,0.0%,0.0%,98.42%,1.58%,1.05%,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,915,3.4,2.65,WI-10550,46.5589252,-91.5711444
Cloverland (Douglas Cnty),Wisconsin,196,4,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,34.52%,39.56%,30.22%,86.0,55,N/A,33.7,89,915,3.4,49.0,WI-15825,46.7005744,-91.6360752
Dairyland,Wisconsin,189,1,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,20,61,57,1,63%,61%,29,52,83,50%,60%,45%,35.51,14.25,4.33,31.89%,35.05%,26.67%,74.9,45,N/A,33.7,89,1107,3.4,189.0,WI-18425,46.2440815,-92.1716464
Gordon (Douglas Cnty),Wisconsin,59,32,Duluth,291325,$48750,10.17%,66,N/A,N/A,N/A,44,83.02%,N/A,11.86%,N/A,N/A,0.0%,0.0%,50.85%,Douglas County,50.40%,42.90%,0.0%,0.0%,84.75%,0.0%,0.0%,Central Standard Time,81,20,61,57,1,63%,61%,29,52,83,50%,60%,45%,33.96,13.53,3.46,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,951,3.4,1.84,WI-29900,46.2409835,-91.7995185
Hawthorne,Wisconsin,1066,23,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,35.51,14.25,4.33,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,1107,3.4,46.35,WI-33350,46.511156,-91.8316493
Highland (Douglas Cnty),Wisconsin,261,229,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120,600,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,915,3.4,1.14,WI-34425,46.4196754,-91.621725
Lake Nebagamon,Wisconsin,899,72,Duluth,291325,$70536,41.1%,59,N/A,N/A,N/A,36,90.66%,$746,45.96%,N/A,N/A,5.67%,4.38%,55.4%,Douglas County,50.40%,42.90%,0.0%,0.22%,95.55%,2.22%,0.67%,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,915,3.4,12.52,WI-41725,46.5119673,-91.6994419
Lakeside,Wisconsin,596,15,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,23,55,59,7,63%,61%,29,52,78,50%,60%,45%,31.96,12.3,3.41,35.97%,37.8%,33.11%,86.0,55,N/A,33.7,89,555,3.4,39.73,WI-41800,46.6607208,-91.8268998
Maple,Wisconsin,743,23,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,915,3.4,32.3,WI-48725,46.604322,-91.6999774
Oakland (Douglas Cnty),Wisconsin,1277,20,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,22,58,58,3,63%,61%,29,52,82,50%,60%,45%,35.51,14.25,4.33,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,85,1107,3.4,63.85,WI-59100,46.496786,-91.9904204
Oliver,Wisconsin,297,143,Duluth,291325,$66250,22.92%,50,N/A,N/A,N/A,37,88.85%,$839,34.88%,N/A,N/A,4.38%,1.3%,60.39%,Douglas County,50.40%,42.90%,1.01%,0.0%,94.95%,1.01%,1.01%,Central Standard Time,78,23,55,59,7,63%,61%,29,52,78,50%,60%,45%,31.96,12.3,3.41,35.97%,37.8%,33.11%,86.0,55,7.7,33.7,80,555,3.4,2.07,WI-59800,46.6493134,-92.1884575
Parkland,Wisconsin,1321,37,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,22,58,58,3,63%,61%,29,52,82,50%,60%,45%,32.85,12.56,3.75,35.97%,37.8%,33.11%,86.0,55,N/A,33.7,84,1005,3.4,35.7,WI-61250,46.6186277,-91.9935807
Poplar,Wisconsin,655,55,Duluth,291325,$80139,26.88%,39,N/A,N/A,N/A,44,85.87%,$1068,44.11%,N/A,N/A,9.11%,8.07%,62.94%,Douglas County,50.40%,42.90%,0.76%,4.58%,84.27%,6.11%,2.6%,Central Standard Time,78,21,57,56,4,63%,61%,29,52,78,50%,60%,45%,34.23,12.77,3.63,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,915,3.4,11.88,WI-63975,46.582821,-91.7836286
Solon Springs,Wisconsin,1050,669,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,20,61,57,1,63%,61%,29,52,83,50%,60%,45%,33.96,13.53,3.46,31.89%,35.05%,26.67%,86.0,55,N/A,33.7,89,951,3.4,1.57,WI-74600,46.3635737,-91.8211736
Summit (Douglas Cnty),Wisconsin,987,47,Duluth,291325,N/A,N/A,N/A,$620000,2541,$244,N/A,N/A,N/A,N/A,262,647,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,22,58,58,3,63%,61%,29,52,82,50%,60%,45%,35.51,14.25,4.33,31.7%,35.49%,27.67%,74.9,45,N/A,33.7,89,1107,3.4,20.87,WI-78275,46.4243108,-92.1760269
Superior,Wisconsin,26473,723,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,277,4239,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,22,58,58,3,63%,61%,29,52,82,50%,60%,45%,32.85,12.56,3.75,35.97%,37.8%,33.11%,86.0,55,7.7,33.7,63,1005,3.4,36.62,WI-78675,46.5863034,-92.1671461
Superior town,Wisconsin,2140,58,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,277,4239,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,22,58,58,3,63%,61%,29,52,82,50%,60%,45%,32.85,12.56,3.75,35.97%,37.8%,33.11%,86.0,55,7.7,33.7,85,1005,3.4,36.62,WI-78675,46.5863034,-92.1671461
Wascott,Wisconsin,709,5,Duluth,291325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Douglas County,50.40%,42.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,20,61,57,1,63%,61%,29,52,83,50%,60%,45%,33.96,13.53,3.46,31.89%,35.05%,26.67%,56.1,31,N/A,33.7,89,951,3.4,141.8,WI-83512,46.2005112,-91.8006724
